date,time,latitude,longitude,number_of_vehicles,number_of_casualties,speed_limit
15/02/2023,23:30,51.078394,-4.055975,1,1,30
19/02/2023,11:09,50.351667,-4.0752,3,1,30
13/03/2023,15:34,50.228164,-5.265721,1,1,30
19/01/2023,11:30,50.760933,-3.294921,1,1,60
14/04/2023,14:21,50.293781,-3.78713,2,2,60
18/04/2023,23:30,50.476265,-4.396178,2,3,50
22/04/2023,21:20,50.794304,-4.038698,1,1,60
27/04/2023,15:41,50.563507,-4.333541,2,3,60
28/04/2023,18:43,50.139149,-5.080486,1,1,40
28/04/2023,22:20,50.899027,-4.482024,1,2,60
30/04/2023,23:38,50.598952,-4.464134,2,2,70
05/05/2023,05:45,50.429926,-4.993739,1,1,60
26/05/2023,23:15,50.909361,-3.439326,2,2,40
01/06/2023,08:06,50.629031,-4.368701,2,2,60
16/06/2023,03:26,50.355149,-4.774781,1,1,60
28/06/2023,09:28,50.813519,-2.974628,2,1,60
29/06/2023,00:40,50.8632,-3.090959,1,1,60
21/06/2023,02:46,50.37677,-4.036534,2,1,70
15/07/2023,00:32,50.108901,-5.56131,1,1,30
15/07/2023,05:20,50.730429,-3.442662,1,1,70
20/07/2023,13:36,50.769987,-3.004042,2,1,60
28/06/2023,09:59,50.665718,-4.379774,1,5,60
25/07/2023,21:08,50.413825,-4.429553,2,1,60
26/07/2023,13:32,50.937005,-3.548916,2,1,60
27/07/2023,19:26,50.186517,-5.398985,3,3,60
01/08/2023,07:44,50.388988,-4.815197,2,1,60
03/08/2023,06:56,50.636979,-4.513856,1,1,60
04/06/2023,15:42,51.111349,-4.050152,2,5,60
03/09/2023,16:32,50.781626,-3.920431,2,2,60
06/09/2023,05:30,50.942815,-3.288368,4,1,70
15/07/2023,16:24,50.908038,-3.895717,2,2,60
21/09/2023,11:10,50.163084,-5.459167,2,4,40
13/10/2023,22:15,50.365386,-4.806964,2,1,40
21/10/2023,15:55,50.335165,-4.775781,1,2,30
27/10/2023,17:38,50.481298,-3.577465,2,3,50
03/11/2023,11:09,50.435147,-3.565157,1,1,30
26/10/2023,13:17,50.18441,-5.3132,2,1,60
19/11/2023,00:26,51.095005,-4.124823,1,1,40
14/12/2023,11:10,50.60755,-4.112263,2,2,60
30/12/2023,20:57,50.211422,-5.480847,1,1,30
18/12/2023,13:37,50.349327,-4.731185,1,1,30
16/02/2023,09:25,51.323097,-2.417068,1,1,40
15/04/2023,21:17,51.366827,-2.308597,4,7,60
04/01/2023,07:50,51.12388,-2.516236,2,1,60
16/03/2023,17:09,51.117954,-2.743208,1,1,30
24/03/2023,15:50,50.991314,-3.013656,2,3,60
26/04/2023,22:00,51.144751,-2.974613,2,1,70
10/05/2023,14:15,51.114387,-2.770566,1,1,60
19/03/2023,19:54,51.08065,-2.505005,2,3,60
15/05/2023,14:40,51.026692,-2.599227,2,3,50
20/05/2023,18:55,50.992547,-2.698171,2,1,70
28/05/2023,11:56,51.270369,-2.676802,2,3,60
24/03/2023,16:30,51.27574,-2.279988,2,2,40
08/06/2023,10:23,50.873468,-2.974272,1,1,30
25/07/2023,22:34,51.236593,-2.293243,2,3,60
03/08/2023,16:15,50.948224,-2.670417,2,1,30
07/08/2023,06:30,51.143604,-3.100832,2,1,50
22/08/2023,20:38,51.308703,-2.705442,2,2,60
03/09/2023,17:00,51.279288,-2.277859,4,1,30
05/10/2023,02:45,51.112863,-2.852855,1,1,60
23/11/2023,04:33,50.929884,-2.946294,1,1,60
27/11/2023,07:32,51.116569,-2.783232,2,2,60
28/12/2023,02:10,51.218256,-2.954701,1,1,30
17/11/2023,21:00,51.039566,-3.06533,2,2,30
22/08/2023,16:45,51.251369,-2.249937,3,1,60
29/04/2023,21:00,51.018962,-3.073454,2,1,30
09/01/2023,20:26,51.507179,-2.558525,1,1,40
25/02/2023,01:20,51.445013,-2.589292,1,1,30
17/04/2023,15:50,51.463383,-2.75409,2,1,30
18/04/2023,07:35,51.396185,-2.684149,3,1,50
17/04/2023,14:45,51.493564,-2.636473,1,2,30
29/03/2023,17:39,51.538716,-2.411842,1,1,30
04/05/2023,10:40,51.605173,-2.524249,1,2,30
13/06/2023,14:35,51.456983,-2.597664,4,7,20
17/07/2023,00:05,51.569623,-2.636438,2,8,70
22/06/2023,15:45,51.428682,-2.535286,2,2,30
03/10/2023,05:40,51.55038,-2.641635,2,1,70
06/10/2023,21:38,51.454429,-2.54048,1,1,20
28/09/2023,19:25,51.411136,-2.744977,1,1,30
24/09/2023,19:12,51.411337,-2.622634,1,2,30
05/12/2023,17:25,51.479876,-2.473649,1,2,70
06/01/2023,15:40,51.829282,-1.835558,1,1,30
18/02/2023,11:35,51.806972,-1.697838,2,5,60
10/05/2023,21:00,51.827393,-2.100321,2,2,60
14/05/2023,13:10,51.783412,-1.902306,3,1,60
19/05/2023,22:44,51.847193,-2.16331,2,1,30
02/06/2023,12:00,51.907279,-2.109207,1,1,30
14/06/2023,17:00,51.66983,-2.331867,1,1,60
17/06/2023,21:25,51.865503,-2.448326,1,4,60
30/06/2023,15:57,51.628272,-2.654783,3,2,50
06/07/2023,23:55,51.831807,-2.111737,1,3,60
16/07/2023,14:58,51.735988,-2.509717,2,3,60
30/08/2023,15:50,52.001204,-2.088926,2,1,40
15/09/2023,23:34,52.038674,-2.166807,2,2,50
03/10/2023,19:42,51.912423,-2.097124,2,1,40
29/10/2023,09:55,52.08069,-1.77046,2,2,60
23/12/2023,14:00,51.607109,-2.165507,2,1,60
16/01/2023,19:27,51.491525,-2.199526,4,2,60
07/02/2023,18:45,51.438481,-2.051816,1,1,50
12/02/2023,19:32,51.18343,-1.78298,1,1,40
20/02/2023,00:46,51.509888,-2.16354,1,1,70
22/02/2023,12:35,51.542628,-1.90334,1,1,30
11/04/2023,16:28,51.239878,-2.218217,2,5,50
25/05/2023,19:33,51.116519,-1.851269,3,3,60
29/05/2023,12:06,51.411579,-1.832601,2,3,60
17/06/2023,21:46,51.596784,-1.750716,1,2,40
23/06/2023,23:00,50.982982,-2.136065,2,1,60
08/07/2023,19:26,51.177035,-1.802623,2,3,70
09/07/2023,15:40,51.356612,-2.095007,1,2,60
02/08/2023,22:15,51.543646,-1.760162,3,1,30
11/08/2023,14:03,51.227887,-2.225277,3,3,60
12/10/2023,18:52,51.330168,-1.778242,2,1,50
20/10/2023,09:10,51.517248,-2.275862,5,3,70
03/11/2023,20:31,51.354034,-2.137882,2,1,60
07/11/2023,10:14,51.586755,-2.088718,1,1,60
14/11/2023,05:38,51.410238,-2.12386,2,2,60
01/12/2023,16:45,51.440592,-2.14138,5,5,60
09/12/2023,18:32,51.544036,-1.848714,3,1,70
17/12/2023,17:17,51.457333,-2.118518,1,1,30
01/01/2023,15:52,50.728034,-1.83394,2,6,30
30/01/2023,11:02,50.74301,-1.729747,2,2,30
16/04/2023,00:21,50.72566,-1.919477,1,1,30
24/02/2023,14:07,50.726744,-1.963863,1,1,30
11/02/2023,18:32,50.751473,-1.850244,2,2,30
08/02/2023,20:15,50.848044,-2.771338,1,4,30
30/06/2023,21:42,50.774326,-1.832075,1,1,40
02/05/2023,12:53,50.597046,-2.477712,1,1,30
15/06/2023,21:28,50.835856,-1.810823,2,5,70
04/10/2023,22:10,50.795318,-2.000487,2,3,60
29/09/2023,21:16,51.065602,-2.281814,2,1,60
16/09/2023,21:35,50.834442,-1.809324,1,1,30
13/12/2023,17:44,50.626951,-2.458886,1,1,30
08/08/2023,16:44,50.841823,-1.914634,1,1,40
07/11/2023,19:10,50.69788,-2.493617,1,1,30
04/03/2023,16:07,53.064778,-3.015003,2,1,50
30/03/2023,13:35,52.977799,-3.332356,2,1,30
03/04/2023,18:47,53.172842,-4.218533,4,5,60
23/04/2023,00:50,52.977289,-3.074713,1,1,20
02/05/2023,21:59,53.049539,-3.051478,1,1,50
13/05/2023,13:08,53.095774,-3.792294,2,1,60
23/05/2023,02:45,53.220487,-4.188729,1,1,50
29/05/2023,09:15,52.622336,-4.072916,2,2,60
02/06/2023,23:00,53.133536,-4.250039,1,1,30
05/06/2023,12:24,53.248524,-3.136024,1,1,30
07/06/2023,13:50,52.854753,-3.550783,4,1,60
24/06/2023,05:20,53.062943,-3.149474,1,1,60
24/06/2023,14:43,52.968077,-3.459759,2,4,60
09/07/2023,11:58,53.134294,-3.343428,2,1,60
11/07/2023,20:05,53.295067,-3.760296,1,1,30
17/07/2023,02:21,53.043286,-3.004266,1,2,30
12/08/2023,05:01,53.266296,-3.501687,1,1,70
12/08/2023,20:45,52.97256,-3.254489,1,2,60
13/08/2023,12:20,52.777443,-3.784343,2,1,60
19/08/2023,03:37,53.299619,-3.73122,1,1,30
25/09/2023,06:24,53.15988,-2.99867,1,1,70
22/10/2023,00:03,53.052959,-3.012681,1,3,70
28/10/2023,05:45,53.287325,-3.885592,1,1,30
19/11/2023,00:00,52.96842,-4.069324,1,4,60
25/11/2023,22:23,53.057011,-3.040007,1,1,60
02/12/2023,18:38,52.972778,-3.128822,2,1,50
23/09/2023,22:42,52.972633,-3.071649,1,1,20
13/01/2023,13:21,51.69291,-3.128608,3,2,60
14/01/2023,03:47,51.680548,-3.134115,1,2,30
25/01/2023,15:35,51.612137,-3.033133,2,1,30
30/03/2023,16:08,51.654311,-3.036824,2,5,30
17/03/2023,19:54,51.575657,-3.230785,1,2,30
07/03/2023,18:00,51.685606,-3.169378,1,1,30
15/03/2023,17:49,51.879577,-3.049467,1,1,60
18/04/2023,17:16,51.64561,-3.284753,2,1,30
15/04/2023,03:05,51.59691,-2.866947,1,2,60
13/04/2023,05:47,51.760475,-3.320802,3,1,60
06/06/2023,14:19,51.643536,-3.246931,1,1,30
23/04/2023,22:50,51.645293,-3.029609,1,2,30
07/08/2023,11:47,51.682934,-3.016938,4,4,70
07/07/2023,17:50,51.591515,-3.212981,3,3,50
31/07/2023,02:24,51.593203,-2.766589,3,1,70
09/09/2023,16:03,51.643987,-3.251915,1,1,60
19/07/2023,01:00,51.586478,-3.231222,1,1,60
19/09/2023,09:53,51.630927,-3.019011,2,2,60
30/09/2023,00:46,51.613873,-2.99448,2,2,70
12/11/2023,11:59,51.814363,-2.678904,1,1,60
11/11/2023,10:34,51.616582,-3.109568,1,1,30
15/12/2023,18:22,51.622107,-3.220601,1,1,70
26/12/2023,17:23,51.551414,-3.06154,3,1,50
27/01/2023,18:30,51.625637,-3.349041,1,3,50
06/03/2023,00:15,51.532063,-3.099712,1,5,30
17/04/2023,14:28,51.515689,-3.666836,1,1,70
01/05/2023,21:32,51.470307,-3.256282,1,1,30
23/05/2023,14:22,51.527504,-3.390235,2,1,60
22/05/2023,18:03,51.479276,-3.257594,1,2,30
02/07/2023,13:35,51.688376,-3.74658,1,1,70
17/06/2023,16:51,51.668405,-3.356587,2,1,60
07/07/2023,04:26,51.458155,-3.383593,2,2,60
30/05/2023,14:02,51.66399,-3.345654,4,1,60
22/07/2023,22:42,51.733307,-3.363627,1,1,70
08/09/2023,19:12,51.712538,-3.701249,1,1,70
09/10/2023,20:47,51.607627,-3.978276,2,2,40
21/09/2023,10:23,51.624812,-3.369082,2,1,60
14/10/2023,11:17,51.549833,-3.729556,2,1,40
15/11/2023,11:54,51.509238,-3.54221,2,1,40
22/12/2023,11:18,51.493927,-3.166857,1,1,20
22/12/2023,15:00,51.685709,-3.390897,2,1,40
11/12/2023,19:01,51.561507,-3.415437,2,9,20
26/12/2023,13:46,51.610589,-3.771452,1,1,20
03/12/2023,22:01,51.610601,-3.383934,3,8,40
24/12/2023,03:59,51.639316,-3.847534,1,1,40
24/12/2023,03:07,51.494992,-3.181707,1,1,20
13/05/2023,08:09,51.688934,-4.866632,2,1,60
23/06/2023,02:36,51.696514,-4.10366,3,2,60
29/06/2023,17:00,52.364305,-3.588021,3,2,60
25/07/2023,21:17,51.877682,-3.494876,1,1,60
17/08/2023,09:06,51.795235,-3.692048,2,1,50
17/08/2023,10:25,52.250247,-3.258192,4,1,60
27/08/2023,14:25,52.401694,-4.067361,1,1,20
05/09/2023,14:10,51.712908,-4.936992,3,14,60
13/09/2023,13:58,52.298486,-3.326944,2,1,60
14/09/2023,12:55,51.900571,-3.273571,2,3,60
20/09/2023,12:45,51.958396,-3.648615,1,1,70
09/10/2023,17:10,51.849385,-4.023274,2,1,60
08/10/2023,08:54,52.36098,-3.58655,1,1,60
17/11/2023,21:50,52.026475,-4.219013,3,5,60
27/11/2023,07:32,52.702856,-3.043508,3,2,50
20/01/2023,14:30,52.824853,-3.406302,1,1,30
04/04/2023,13:50,52.284568,-3.415912,2,3,60
04/01/2023,19:00,55.500571,-4.350807,2,3,60
12/01/2023,13:27,55.871648,-3.209557,2,1,60
14/01/2023,18:37,56.033243,-3.76667,1,1,70
16/01/2023,10:30,56.207909,-3.04795,1,1,20
19/01/2023,03:20,55.848328,-2.115477,2,1,60
20/01/2023,21:45,55.897957,-4.203349,1,1,30
25/01/2023,13:24,56.402604,-3.485613,1,1,70
27/01/2023,10:02,55.856542,-4.259902,2,1,30
29/01/2023,10:22,55.983338,-3.58522,1,1,40
29/01/2023,17:10,55.928628,-3.193598,1,1,20
30/01/2023,12:49,57.395285,-4.234311,3,1,60
01/02/2023,08:50,55.784887,-4.049097,1,1,30
02/02/2023,19:40,55.862949,-4.270214,2,1,30
02/02/2023,20:15,55.862954,-4.268457,1,1,30
04/02/2023,17:36,55.946098,-3.217242,1,1,20
28/01/2023,13:25,55.912321,-4.065336,2,3,70
06/02/2023,20:30,55.864736,-4.133688,1,1,30
09/02/2023,11:20,56.15221,-3.831471,3,4,60
10/02/2023,13:20,56.104778,-3.348896,3,1,30
12/02/2023,18:20,55.891699,-4.259499,1,2,30
14/02/2023,19:22,55.640279,-4.740944,1,1,60
16/02/2023,20:20,57.829942,-4.08857,2,1,60
26/02/2023,21:05,55.933587,-4.300411,3,4,60
06/03/2023,09:05,57.541002,-4.076986,3,1,60
08/03/2023,19:28,55.804294,-4.237979,1,1,30
11/03/2023,22:16,55.84088,-4.424423,1,1,30
13/03/2023,14:15,56.167393,-3.137706,2,3,70
17/03/2023,13:10,60.223569,-1.569229,2,1,20
22/03/2023,15:10,56.063046,-3.236857,2,1,30
26/03/2023,02:51,56.507079,-2.714049,2,1,30
25/03/2023,01:45,55.845245,-3.88144,2,1,70
30/03/2023,01:20,57.091678,-2.124586,1,1,70
01/04/2023,10:45,55.692035,-4.077235,1,3,60
04/04/2023,17:45,55.836142,-4.252457,1,2,30
31/03/2023,14:00,56.419369,-4.842603,2,5,60
30/03/2023,19:00,55.246474,-3.399253,1,1,60
15/04/2023,11:40,55.901199,-4.404637,1,1,30
15/04/2023,11:11,57.595293,-4.664624,2,1,60
17/04/2023,13:50,56.133972,-4.657522,2,3,60
24/04/2023,02:55,55.987196,-2.53067,1,1,70
27/04/2023,16:30,56.454272,-2.975139,2,1,40
29/04/2023,17:00,56.605387,-3.190102,1,1,60
30/04/2023,21:00,56.257504,-4.958756,1,1,60
10/05/2023,17:45,55.895377,-4.262336,1,1,30
11/05/2023,03:40,58.091397,-6.606332,1,1,40
14/05/2023,00:41,55.077106,-4.980932,1,1,60
17/05/2023,10:55,55.825454,-4.087024,1,1,40
19/05/2023,15:22,55.595103,-2.572603,1,1,60
19/05/2023,23:20,56.282398,-3.729199,2,4,70
22/05/2023,01:50,55.923527,-4.55617,1,1,70
24/05/2023,14:25,56.404248,-5.002062,2,1,60
26/05/2023,06:05,57.357491,-4.005009,2,1,60
28/05/2023,15:19,55.983948,-4.270633,1,1,60
29/05/2023,09:00,55.850561,-4.215651,2,1,30
01/06/2023,10:37,55.858342,-4.219258,1,1,30
01/06/2023,15:50,57.283642,-5.661327,2,4,60
03/06/2023,18:51,55.850561,-4.147257,1,1,30
05/06/2023,00:02,55.865656,-4.287106,1,1,30
08/06/2023,01:10,56.556572,-2.587258,1,1,30
09/06/2023,10:50,55.916288,-4.135688,2,1,60
11/06/2023,14:28,55.242329,-3.222947,1,1,60
13/06/2023,18:45,56.104325,-4.640537,2,1,60
15/06/2023,16:07,55.935088,-4.015267,2,2,40
16/06/2023,14:20,56.618446,-2.611341,3,2,60
17/06/2023,15:30,55.579925,-4.422856,3,3,60
28/06/2023,15:15,57.551372,-1.829906,2,2,60
03/07/2023,14:50,55.67367,-3.77703,1,1,30
04/07/2023,06:52,55.922841,-3.288142,1,1,40
14/07/2023,14:00,55.342719,-3.495017,1,1,70
19/07/2023,11:30,57.917627,-4.393743,1,2,60
21/07/2023,16:13,56.424531,-4.835024,1,1,60
21/07/2023,13:30,56.762819,-3.405306,5,1,60
23/07/2023,11:57,56.662955,-4.958452,2,1,60
24/07/2023,11:21,56.656779,-2.757004,2,1,60
02/07/2023,16:29,57.023376,-3.070149,1,1,60
29/07/2023,18:14,56.026313,-3.794741,3,3,40
30/07/2023,08:41,57.634734,-3.48975,2,2,60
31/07/2023,23:35,55.985925,-4.306918,1,1,20
05/08/2023,04:10,58.508264,-3.225326,1,1,60
27/07/2023,22:34,56.482119,-3.001752,4,1,50
05/08/2023,12:35,55.598562,-3.772442,2,2,60
07/08/2023,05:55,55.957372,-3.689735,2,1,60
05/08/2023,22:38,55.860777,-4.243112,1,1,20
11/08/2023,21:25,55.890607,-3.736707,3,5,50
14/08/2023,12:33,56.090862,-3.372294,2,1,40
14/08/2023,12:39,56.361933,-2.939696,2,3,60
14/08/2023,17:15,55.689867,-4.40967,2,4,60
14/08/2023,21:30,55.850656,-3.6151,1,1,50
15/08/2023,15:49,55.490932,-2.835361,3,3,60
17/08/2023,20:03,58.322378,-3.198895,2,1,60
22/08/2023,19:41,55.840432,-3.144696,1,1,50
25/08/2023,17:18,57.205737,-5.39586,2,1,60
20/08/2023,11:45,56.715524,-2.887885,2,7,60
26/08/2023,15:28,55.936813,-3.249848,1,1,30
25/08/2023,07:50,56.653772,-2.893463,1,1,40
01/09/2023,16:50,55.803715,-4.295216,1,1,30
03/09/2023,22:45,56.458909,-3.115754,1,1,70
04/09/2023,15:48,56.53158,-2.849564,2,1,60
05/09/2023,07:55,55.870725,-4.394776,1,1,30
06/09/2023,01:37,56.416357,-5.474074,1,1,30
31/08/2023,00:50,57.267893,-2.192067,1,1,30
13/09/2023,11:40,56.540056,-3.359523,3,1,60
14/09/2023,20:37,56.113689,-3.345043,1,1,30
17/09/2023,08:09,57.524118,-3.992388,1,1,60
18/09/2023,12:30,55.397266,-4.183818,2,1,30
23/09/2023,17:30,55.640926,-4.587513,1,1,60
24/09/2023,10:25,55.850503,-4.231305,2,2,30
26/09/2023,10:35,55.952403,-3.174055,1,1,20
03/10/2023,13:30,56.382722,-3.01506,3,1,60
05/10/2023,08:28,57.088531,-2.753407,1,1,60
29/09/2023,15:30,57.45738,-6.297441,1,1,60
10/10/2023,14:40,55.894629,-3.434953,2,2,50
10/10/2023,18:00,55.401919,-4.229279,2,7,60
15/10/2023,16:10,55.818207,-3.291146,1,1,60
15/10/2023,15:03,55.96766,-2.45248,2,1,60
22/09/2023,15:00,57.107675,-2.117459,2,1,70
19/10/2023,17:03,56.586148,-2.839261,1,1,50
20/10/2023,20:00,54.778499,-4.942629,1,1,60
21/10/2023,11:38,57.122757,-2.184476,1,1,30
23/10/2023,05:55,55.65673,-4.689753,1,2,30
29/10/2023,12:45,55.795214,-2.964966,2,4,60
30/10/2023,18:10,56.192846,-3.071518,1,1,60
01/11/2023,19:23,56.095114,-3.355036,1,1,70
08/11/2023,22:18,55.314529,-4.629074,1,1,60
09/11/2023,13:05,57.465542,-1.999135,2,2,60
14/11/2023,13:05,55.931384,-3.251834,1,1,30
18/11/2023,09:55,57.596219,-1.892784,2,2,60
27/11/2023,06:45,55.816878,-4.039525,1,1,50
24/11/2023,18:15,54.933117,-4.59091,2,1,60
02/12/2023,11:13,55.851143,-4.234201,1,1,30
03/12/2023,09:50,58.520489,-3.244003,2,3,60
07/12/2023,08:10,55.653365,-3.896145,2,1,60
20/11/2023,17:20,57.152962,-2.155222,1,1,30
08/12/2023,10:50,55.875823,-5.409282,2,4,60
14/12/2023,10:00,55.200893,-4.835045,2,5,60
15/12/2023,16:40,55.924105,-3.031827,1,1,60
16/12/2023,08:29,56.695174,-3.001657,1,1,60
16/12/2023,08:59,55.835687,-2.065881,2,1,60
18/12/2023,09:00,55.92994,-3.35922,2,1,70
19/12/2023,06:55,55.875253,-3.164628,1,1,30
18/12/2023,09:30,55.575233,-4.522645,2,3,60
19/12/2023,17:56,55.792116,-4.085719,1,1,30
20/12/2023,17:04,56.122633,-3.69387,3,2,60
20/12/2023,22:40,55.730118,-4.655727,1,1,60
20/12/2023,22:35,56.110694,-3.343587,1,1,30
21/12/2023,12:40,55.899365,-3.229803,3,1,70
25/12/2023,16:10,60.252418,-1.390467,2,2,60
25/12/2023,12:11,55.846343,-4.063416,1,1,70
29/12/2023,10:41,56.262203,-5.558555,1,1,60
